3	3	319	3
365	2	25	2
45	4	117	4
116	2	46	2
560	3	21	3
56	2	8	2
117	3	17	3
231	2	11	2
62	2	14	2
561	9	292	7
562	3	35	3
69	7	232	7
576	2	9	2
112	2	12	2
212	4	41	4
213	4	71	4
6	3	36	3
232	4	55	4
233	2	8	2
234	3	42	3
12	2	19	2
366	2	10	2
61	2	16	2
4	3	19	3
161	2	21	2
563	2	15	2
13	3	32	3
92	3	18	3
5	2	15	2
70	2	10	2
44	4	39	4
48	3	27	3
67	3	17	3
19	3	27	3
65	4	63	4
66	2	15	2
1	2	10	2
511	2	23	2
46	2	23	2
74	5	40	5
110	2	14	2
309	3	39	3
310	3	27	3
311	2	11	2
308	3	23	3
157	2	12	2
312	17	301	8
313	4	36	4
512	2	14	2
513	2	9	2
514	3	28	3
575	2	24	2
314	2	12	2
315	2	14	2
2	2	37	2
7	4	49	4
622	2	14	2
370	3	24	3
371	3	64	3
51	2	20	2
348	2	16	2
570	2	9	2
515	2	16	2
60	2	17	2
141	5	132	4
961	2	13	2
118	2	10	2
129	5	56	4
962	2	18	2
963	2	34	2
21	3	38	3
225	2	13	2
524	2	13	2
119	4	75	4
235	4	48	4
236	2	34	2
237	3	60	3
964	3	32	3
97	2	11	2
525	2	17	2
72	2	12	2
965	2	44	2
966	2	37	2
202	3	28	3
79	2	9	2
317	3	33	3
318	2	12	2
31	2	10	2
528	2	20	2
529	2	14	2
530	2	9	2
238	2	12	2
239	2	18	2
240	2	50	2
367	3	143	3
214	2	42	2
531	3	150	3
96	2	17	2
343	2	12	2
319	3	26	3
17	2	15	2
43	7	70	5
58	2	18	2
203	2	14	2
95	2	23	2
103	3	32	3
104	2	12	2
985	4	58	4
534	2	13	2
228	8	67	5
535	2	21	2
221	3	41	3
536	2	9	2
9	2	21	2
229	2	9	2
20	2	11	2
24	3	25	3
39	2	12	2
30	2	53	2
40	2	14	2
27	2	21	2
34	2	12	2
35	2	27	2
36	2	16	2
14	2	13	2
37	3	20	3
38	2	10	2
15	2	9	2
11	2	9	2
544	2	8	2
545	2	32	2
363	2	10	2
991	5	31	4
992	2	25	2
993	3	15	3
564	2	12	2
565	2	19	2
160	3	22	3
230	2	13	2
994	2	14	2
546	2	26	2
547	3	35	3
548	2	16	2
143	3	17	3
57	2	16	2
1000	3	78	3
199	2	13	2
28	2	17	2
200	2	10	2
201	4	47	4
1001	2	69	2
147	3	18	3
1002	3	18	3
324	2	10	2
1003	3	21	3
115	3	38	3
326	2	14	2
102	3	54	3
327	2	11	2
1004	2	9	2
552	2	20	2
138	2	10	2
1008	2	55	2
342	2	8	2
1009	3	30	3
335	2	22	2
555	2	8	2
556	2	9	2
1010	2	18	2
364	3	59	3
1011	2	9	2
162	2	21	2
163	4	49	4
164	3	16	3
165	2	14	2
362	3	38	3
1015	2	24	2
558	3	14	3
1016	3	26	3
559	2	13	2
1017	3	26	3
1018	2	9	2
336	3	55	3
369	2	9	2
101	2	9	2
151	4	35	4
924	4	93	4
189	4	38	4
190	2	46	2
123	2	11	2
191	2	13	2
192	2	26	2
928	2	14	2
934	2	15	2
33	2	13	2
305	2	28	2
306	3	25	3
307	2	11	2
83	2	11	2
84	2	8	2
85	2	35	2
86	3	19	3
87	2	16	2
88	2	24	2
89	3	19	3
571	3	47	3
503	3	21	3
504	2	11	2
205	2	11	2
947	2	12	2
510	2	12	2
351	3	38	3
951	2	10	2
952	2	9	2
953	2	10	2
589	2	15	2
954	2	15	2
956	2	24	2
64	2	11	2
958	2	73	2
959	4	68	4
960	2	10	2
241	2	11	2
568	3	22	3
968	2	11	2
197	2	11	2
198	2	19	2
226	2	31	2
526	4	19	4
973	2	13	2
974	2	9	2
227	3	32	3
159	2	12	2
976	2	9	2
93	3	23	3
211	2	10	2
215	2	75	2
978	2	10	2
532	2	12	2
533	2	13	2
982	2	17	2
581	2	20	2
320	2	10	2
321	3	49	3
322	5	41	4
323	2	9	2
145	2	12	2
204	5	67	5
537	6	98	5
538	2	16	2
539	2	11	2
540	2	45	2
10	4	26	4
543	2	8	2
995	2	10	2
996	2	16	2
997	4	52	4
998	2	8	2
549	2	9	2
567	2	12	2
377	2	13	2
999	2	24	2
124	2	10	2
325	2	11	2
100	2	22	2
550	2	17	2
352	3	30	3
551	2	12	2
154	2	15	2
553	2	10	2
554	2	66	2
1005	2	10	2
99	3	19	3
328	2	11	2
50	2	38	2
26	11	135	7
329	2	15	2
330	2	12	2
331	6	72	5
332	2	17	2
1006	4	29	4
1007	2	9	2
1012	2	20	2
1013	2	15	2
158	2	20	2
68	4	37	4
63	2	16	2
1014	2	21	2
557	2	13	2
120	4	65	4
8	2	18	2
414	3	19	3
696	2	13	2
700	2	10	2
705	3	26	3
708	2	14	2
714	2	19	2
718	2	19	2
721	3	30	3
723	3	24	3
724	3	130	3
259	4	36	4
29	2	16	2
728	2	22	2
729	2	37	2
137	2	103	2
417	2	21	2
340	6	66	5
111	2	14	2
420	2	9	2
419	2	15	2
733	2	40	2
142	2	17	2
421	2	22	2
422	2	13	2
735	2	16	2
737	4	46	4
424	2	9	2
425	2	9	2
426	3	19	3
614	2	9	2
71	2	23	2
741	2	34	2
148	2	9	2
90	4	70	4
745	3	141	3
747	2	15	2
569	2	21	2
427	2	34	2
174	2	19	2
121	4	23	4
173	3	22	3
749	2	19	2
751	2	16	2
175	2	10	2
176	3	31	3
177	2	13	2
178	3	46	3
179	7	96	5
125	2	18	2
76	3	39	3
42	2	9	2
753	2	9	2
755	3	14	3
605	3	34	3
91	2	36	2
263	2	16	2
264	2	43	2
265	2	38	2
266	2	12	2
134	3	32	3
761	2	10	2
762	2	17	2
763	3	29	3
149	3	12	3
764	2	14	2
765	3	20	3
766	5	77	5
434	2	11	2
767	2	15	2
346	3	39	3
768	3	24	3
769	3	52	3
435	4	177	4
436	2	17	2
770	2	13	2
47	3	19	3
25	3	42	3
49	2	13	2
55	2	15	2
59	2	22	2
22	2	12	2
771	6	66	5
773	2	11	2
772	2	15	2
596	2	27	2
180	2	9	2
774	2	12	2
267	3	26	3
268	2	27	2
269	2	20	2
270	2	15	2
775	2	16	2
271	2	22	2
776	2	16	2
777	2	19	2
153	2	10	2
368	2	12	2
16	2	24	2
778	2	9	2
437	2	17	2
779	2	13	2
438	2	8	2
780	2	27	2
439	2	16	2
53	2	8	2
18	2	16	2
378	2	22	2
440	3	35	3
284	2	25	2
285	3	30	3
874	2	21	2
875	3	71	3
877	2	23	2
878	2	16	2
879	3	22	3
883	3	15	3
884	2	15	2
127	2	16	2
128	2	18	2
77	2	13	2
126	4	33	4
887	4	30	4
588	2	8	2
889	2	20	2
891	3	34	3
892	2	11	2
894	2	27	2
895	2	12	2
898	2	12	2
897	2	10	2
289	2	17	2
903	2	11	2
904	3	55	3
483	4	19	4
908	2	8	2
372	2	16	2
156	2	17	2
291	3	17	3
152	3	24	3
290	2	13	2
373	2	46	2
487	2	15	2
488	2	13	2
139	2	17	2
910	2	11	2
911	2	15	2
912	3	16	3
294	2	10	2
295	2	19	2
292	2	34	2
293	5	34	5
490	2	23	2
916	2	31	2
917	2	15	2
334	2	16	2
106	2	41	2
107	2	23	2
78	4	45	4
108	3	30	3
109	2	13	2
105	2	12	2
921	2	15	2
922	2	50	2
494	3	23	3
497	5	49	4
498	2	20	2
499	2	12	2
500	2	13	2
929	2	8	2
931	8	350	7
932	2	9	2
935	2	16	2
936	2	18	2
573	2	32	2
574	3	21	3
349	3	19	3
505	2	12	2
224	2	13	2
506	2	31	2
507	2	23	2
627	4	111	4
509	2	48	2
508	2	24	2
193	2	10	2
194	3	28	3
23	2	13	2
950	2	10	2
516	2	18	2
517	2	10	2
518	2	21	2
519	2	26	2
316	2	11	2
955	2	11	2
621	2	21	2
520	2	12	2
521	3	40	3
522	2	70	2
523	2	10	2
957	3	13	3
967	2	12	2
195	2	14	2
54	2	13	2
32	2	17	2
196	2	15	2
969	2	40	2
970	2	16	2
971	2	65	2
972	2	10	2
527	2	16	2
975	2	10	2
977	2	17	2
628	2	11	2
583	2	20	2
979	2	41	2
338	2	11	2
210	2	10	2
980	2	10	2
981	2	28	2
983	2	16	2
216	2	23	2
984	2	11	2
133	2	11	2
986	2	14	2
987	2	14	2
988	2	43	2
989	2	13	2
541	2	12	2
542	2	22	2
990	2	11	2
140	5	28	4
631	2	13	2
632	2	17	2
382	2	10	2
383	3	41	3
384	2	71	2
636	2	11	2
206	2	10	2
385	2	10	2
639	2	10	2
640	3	13	3
256	2	9	2
391	2	23	2
392	4	37	4
393	3	37	3
642	2	18	2
643	2	10	2
645	2	11	2
646	2	20	2
399	2	9	2
398	2	9	2
647	2	20	2
648	2	17	2
651	2	12	2
652	3	26	3
218	3	24	3
402	2	28	2
257	2	12	2
258	3	25	3
659	3	34	3
658	2	31	2
662	2	18	2
663	2	15	2
405	3	14	3
406	2	15	2
667	3	55	3
670	4	187	4
209	3	40	3
675	2	12	2
409	2	10	2
680	2	14	2
681	2	15	2
684	3	51	3
166	2	48	2
167	2	17	2
168	2	11	2
169	2	28	2
170	2	14	2
687	3	42	3
688	2	11	2
689	2	17	2
691	2	26	2
692	4	47	4
695	2	26	2
75	2	23	2
415	2	27	2
220	3	54	3
132	2	16	2
416	2	21	2
171	2	11	2
172	2	11	2
711	4	69	4
715	2	66	2
719	4	130	4
720	3	24	3
722	2	14	2
80	2	14	2
81	2	35	2
82	3	62	3
73	2	102	2
725	2	9	2
726	2	11	2
727	2	18	2
730	2	9	2
418	2	14	2
731	2	13	2
732	2	10	2
260	2	45	2
261	2	21	2
262	2	35	2
734	2	51	2
736	2	12	2
423	2	13	2
738	2	11	2
739	2	11	2
740	2	14	2
742	2	16	2
743	2	10	2
744	4	36	4
746	2	9	2
347	2	11	2
748	2	13	2
428	4	57	4
429	2	74	2
430	4	79	4
750	2	19	2
431	3	38	3
432	2	23	2
433	2	20	2
752	2	9	2
754	2	22	2
756	2	47	2
350	2	23	2
757	2	19	2
758	2	19	2
759	2	11	2
760	2	8	2
817	2	10	2
339	2	16	2
150	2	13	2
356	2	10	2
823	2	53	2
482	2	12	2
357	3	21	3
358	2	16	2
827	2	14	2
52	2	26	2
829	2	30	2
113	2	9	2
830	4	49	4
155	3	45	3
337	2	8	2
836	2	18	2
837	2	22	2
838	2	15	2
183	2	11	2
184	2	10	2
842	2	15	2
844	2	13	2
845	3	138	3
94	2	9	2
849	2	20	2
852	4	38	4
853	3	44	3
856	3	33	3
857	2	21	2
379	3	31	3
859	2	36	2
465	2	10	2
466	3	35	3
860	2	10	2
861	2	16	2
580	2	12	2
277	2	15	2
278	2	16	2
279	2	10	2
467	2	20	2
468	2	9	2
863	2	19	2
865	3	18	3
