1544	1462
1545	1461
1546	1460
1547	1459
1548	1458
617	1457
1540	1456
187	1455
991	1454
992	1453
993	1452
1004	1473
660	1472
661	1471
1554	1470
181	0
267	1
1555	1469
470	2
1553	1468
64	1467
166	3
471	4
881	1466
16	5
998	1465
472	6
1549	1464
473	7
1550	1463
103	8
359	9
1576	1484
1130	1000
619	1483
419	1482
1562	1481
1566	1480
1565	1479
598	1478
353	1477
1557	1476
1558	1475
1559	1474
1672	1495
528	1011
1673	1494
802	1010
894	1493
893	1492
1655	1491
1656	1490
1221	1008
1218	1007
782	1006
1657	1489
783	1005
380	1488
757	1004
1570	1487
758	1003
1571	1486
905	1002
1574	1485
751	1001
1219	1009
1235	1022
788	1021
791	1020
789	1019
790	1018
793	1017
794	1016
296	1015
1684	1499
1034	1498
784	1014
1669	1497
785	1013
909	1496
1224	1012
1249	1033
409	1032
410	1031
411	1030
532	1029
533	1028
89	1027
1239	1026
1227	1025
1678	600
786	1024
1031	601
787	1023
342	602
1683	603
1397	604
626	605
1685	606
138	607
238	608
239	609
1567	1044
850	1043
1425	1042
855	1041
603	1040
1252	1039
1253	1038
913	1037
1035	610
1255	1036
1036	611
1259	1035
1245	612
1262	1034
1689	613
1037	614
1695	615
1696	616
207	617
694	618
1038	619
1281	1055
1282	1054
914	1053
860	1052
27	1051
807	1050
1269	1049
1702	620
1270	1048
1703	621
1272	1047
1704	622
1274	1046
227	1045
110	623
1705	624
383	625
384	626
385	627
386	628
387	629
427	1066
1292	1065
1294	1064
1295	1063
541	1062
542	1061
543	1060
697	630
698	631
540	1059
1043	632
1297	1058
1711	633
1279	1057
280	634
806	1056
88	635
214	636
1712	637
1046	638
122	639
1390	1077
1573	1076
884	1075
848	1074
849	1073
204	1072
1386	1071
812	1070
1047	640
1048	641
42	642
1049	643
1287	1069
1713	644
1290	1068
1422	645
1291	1067
599	646
492	647
635	648
723	649
197	1080
1395	1088
902	1087
1392	1086
920	1085
1393	1084
852	1083
853	1082
373	1081
722	650
50	651
728	652
463	653
1096	654
1380	655
587	1079
588	656
1389	1078
1097	657
730	658
733	659
534	1091
535	1090
1404	1099
1405	1098
1398	1097
1400	1096
1401	1095
1402	1094
606	1093
857	1092
731	660
732	661
734	662
735	663
339	664
310	665
736	666
1102	667
467	1089
1103	668
1104	669
1399	670
854	671
1109	672
143	673
120	674
145	675
146	676
147	677
148	678
149	679
140	680
141	681
128	682
142	683
144	684
839	200
1111	685
574	201
876	202
530	686
189	203
531	687
745	688
1369	204
746	689
1370	205
997	206
10	207
132	208
182	209
747	690
433	691
79	692
398	693
167	210
347	694
464	211
1120	695
1127	696
579	212
508	697
1373	213
749	698
840	214
750	699
1374	215
55	216
48	217
46	218
1	219
11	220
478	221
185	222
198	223
199	224
49	225
62	226
283	227
590	228
1520	229
1521	230
655	231
361	232
978	233
1522	234
1523	235
979	236
1524	237
1525	238
171	239
169	240
94	241
170	242
139	243
87	244
479	245
228	246
1526	247
20	248
656	249
657	250
658	251
284	252
435	253
877	254
878	255
223	256
1527	257
980	258
1530	259
1226	260
1532	261
1533	262
1534	263
174	264
982	265
614	266
615	267
983	268
1067	269
69	270
1537	271
985	272
986	273
989	274
987	275
988	276
990	277
352	278
14	279
616	280
994	281
582	282
417	283
28	284
481	285
480	286
1541	287
1012	288
1013	289
41	290
995	291
482	292
483	293
1542	294
880	295
1543	296
870	297
287	298
226	299
1681	1503
1396	1502
1682	1501
356	1500
1694	1509
1697	1508
304	1507
689	1506
624	1505
1680	1504
1687	1514
491	1513
1690	1512
1691	1511
1693	1510
700	1519
1698	1518
1699	1517
1700	1516
1706	1515
1708	1525
1709	1524
1710	1523
1044	1522
643	1521
699	1520
1045	1529
443	1528
1050	1527
1051	1526
1715	1536
1716	1535
1717	1534
1718	1533
1719	1532
1720	1531
1723	1530
1052	1539
67	1538
1246	1537
898	1550
1053	1547
1724	1546
896	1545
213	1544
1725	1543
1726	1542
1727	1541
244	1540
1054	1549
1055	1548
1116	1561
1117	1560
738	1558
739	1557
740	1556
741	1555
742	1554
462	1553
1730	1552
1731	1551
265	1559
575	1572
748	1571
1124	1570
1125	1569
1126	1568
158	1567
159	1566
160	1565
161	1564
162	1563
1115	1562
547	1583
511	1582
512	1581
1139	1580
756	1579
1129	1578
1132	1577
1134	1576
399	1575
400	1574
371	1573
1143	1594
1408	1110
1144	1593
1145	1592
1146	1591
1148	1590
1411	1107
1379	1106
1147	1589
1412	1105
866	1104
915	1588
193	1587
1414	1103
1141	1586
1415	1102
173	1585
917	1101
1142	1584
1403	1100
1409	1109
1410	1108
1746	1121
1418	1120
253	1118
1419	1117
879	1116
1154	1599
593	1115
1151	1598
594	1114
762	1597
595	1113
237	1596
1416	1112
350	1595
1407	1111
858	1119
605	1132
1426	1131
1428	1130
1429	1129
468	1128
469	1127
861	1126
1417	1125
91	1124
646	1123
867	1122
509	700
510	701
1128	702
1131	703
52	704
752	705
753	706
74	707
1136	708
1138	709
925	1143
1432	1142
882	1141
57	1140
1433	1139
1434	1138
1435	1137
563	1136
240	1135
1423	1134
754	710
1424	1133
755	711
1140	712
759	713
851	714
465	715
99	716
105	717
513	718
39	719
1437	1154
1438	1153
1440	1152
279	1151
941	1150
1441	1149
1442	1148
648	1147
922	1146
760	720
923	1145
908	721
924	1144
597	722
1229	723
1230	724
1231	725
1232	726
1233	727
1234	728
1260	729
1450	1165
1002	1164
1003	1163
945	1162
946	1161
935	1160
934	1159
936	1158
1220	730
937	1157
1236	731
938	1156
266	732
939	1155
1241	733
330	734
331	735
332	736
333	737
366	738
1242	739
1564	1176
354	1175
243	1174
580	1173
952	1172
1459	1171
1448	1170
1243	740
1447	1169
1244	741
334	1168
868	742
1588	1167
1251	743
9	744
1449	1166
412	745
264	746
414	747
797	748
798	749
1001	1187
1568	1186
1569	1185
664	1184
1572	1183
