99 2907 6459 6474;63 737 17 51 738 13 247 741 30 586 746 8 365 754 8 2882 4714 5 3528 6177 4 931 -1 0 101326 -1 0 101326 -1 0 90906 -1 0 2639 -1 0 124624 -1 0 79632 -1 0
321 3053 6381 6396;180 4963 64 32138 104442 8 25836 104449 8 783 -1 0 102 -1 0 1721 -1 0
525 3226 6404 6397 6430 6600 6597;630 7692 8 3690 7693 4 4134 -1 0 12971 -1 0
164 3153 6423;247 1468 7 940 1469 5 21924 -1 0 8115 -1 0
2604 6094 6404 6454 6600;3690 193382 4 1192 193694 6 66829 -1 0 117038 -1 0
2297 5759 6409 6418 6430 6426;34007 142841 10 36809 142866 10 33518 -1 0 88806 -1 0
2750 6243 6404 6432;32281 217001 5 1186 217002 11 2663 -1 0 31714 -1 0
1158 4346 6413 6446 6631 6663;2232 30122 5 2131 30123 9 9003 30125 20 20333 -1 0 4396 -1 0 109669 -1 0
530 3446 6404 6388 6426 6512;1396 7774 6 630 7778 5 1326 7783 4 35884 -1 0 4957 -1 0 69133 -1 0
1915 5330 6409 6418 6385;20682 102909 6 10832 102977 12 24862 -1 0 5621 -1 0
1191 4382 6381 6389;877 31716 7 10721 35190 13 1342 -1 0 119425 -1 0
637 3704 6404 6465 6631 6498;22447 10874 6 3690 10887 9 8783 -1 0 15778 -1 0
442 3444 6381 6385 6512;877 6036 7 1639 6043 5 81624 -1 0 13023 -1 0
1808 4099 6404 6465 6466 6607;1192 82932 25 79058 119177 11 15787 -1 0 2691 -1 0
824 3935 6404 6399 6425;1561 16766 9 6823 16768 17 1186 16769 14 84574 -1 0 18810 -1 0 77103 -1 0
1608 4899 6409 6430;2006 59464 4 2718 59484 4 47366 -1 0 81574 -1 0
767 3874 6404 6465 6530;6597 14808 13 3690 14812 29 34451 -1 0 44838 -1 0
2672 6161 6404 6400 6764;126936 204546 5 32281 204548 7 1186 204553 8 386 -1 0 4648 -1 0 30273 -1 0
293 3181 6381 6430 6505;555 3470 9 877 3471 4 2252 3543 8 21684 -1 0 98967 -1 0 1830 -1 0
