1782 5156 6409;46242 80711 4 10181 80713 7 3455 -1 0 140614 -1 0
1813 5072 6404 6530;1945 84094 12 11537 84101 11 3735 -1 0 32949 -1 0
327 3340 6404 6399 6390 6568;630 4005 15 507 4012 7 5378 -1 0 134691 -1 0
2245 5701 6423 6701 6549;94431 138317 8 993 138318 6 101326 -1 0 11 -1 0
248 2956 6413 6548;1396 2738 4 555 2741 8 13162 -1 0 117388 -1 0
794 3230 6404 6400 6466 6629 6643;2573 15584 16 2092 15585 15 112485 -1 0 8493 -1 0
939 4082 6423 6582 6634;7119 20960 4 7788 20961 5 8546 -1 0 14533 -1 0
862 3439 6404 6399 6461;1186 17922 18 2718 18087 6 177 -1 0 53681 -1 0
656 3023 6413;2660 11406 16 3461 11408 6 87591 -1 0 1759 -1 0
919 4047 6423;6219 20146 12 154752 211439 4 62506 -1 0 38996 -1 0
177 2956 6404 6454 6520;34 1638 37 3690 31095 21 90146 -1 0 157096 -1 0
2215 5666 6404 6454 6397 6449;4103 135154 4 8783 135171 4 9164 -1 0 39476 -1 0
818 3601 6404 6400 6477;2241 16494 17 22893 50543 10 163489 -1 0 21924 -1 0
2137 4521 6467 6520;21763 126855 4 39278 126856 6 133992 -1 0 84804 -1 0
1099 4276 6413;2808 27726 22 1396 27791 11 15091 28300 12 72635 110789 6 85955 -1 0 136 -1 0 36366 -1 0 75427 -1 0
2625 4915 6404 6444 6636 6739 6799;124448 196575 15 44434 196595 7 30859 196652 4 75651 -1 0 11 -1 0 21276 -1 0
2278 5711 6404 6466;56307 140914 4 3690 140917 11 993 140919 10 84574 -1 0 46 -1 0 141122 -1 0
540 3446 6404 6399 6388 6597 6584;1561 8114 8 4468 8131 9 56811 89524 4 43755 -1 0 1342 -1 0 9540 -1 0
1726 5084 6404 6454 6466;2241 74464 12 2131 74466 12 18695 -1 0 136264 -1 0
1133 4170 6400;1192 29417 6 5103 29418 4 50676 -1 0 65784 -1 0
281 3235 6423 6556;1860 3226 4 1396 3227 4 20179 -1 0 26533 -1 0
167 3006 6381 6388 6389 6473;877 1502 6 418 1540 11 3659 -1 0 1120 -1 0
2402 5874 6404 6400 6454;111811 159117 4 993 159129 6 162476 -1 0 4903 -1 0
1316 3324 6454 6540;418 38811 5 2131 39108 9 43823 -1 0 85946 -1 0
1576 4849 6413 6439 6405;32394 56143 8 3336 56159 7 1396 56199 6 71506 -1 0 5778 -1 0 9914 -1 0
1508 4762 6409 6430;23721 50653 4 1186 50657 12 28773 50668 6 22 -1 0 26626 -1 0 12800 -1 0
2132 3541 6404 6488 6852;4103 126447 5 30859 126455 21 392 -1 0 93658 -1 0
2521 6001 6423;83113 177117 6 2639 177121 5 30044 -1 0 10562 -1 0
1115 4305 6409;2374 28513 5 3106 28527 5 36448 -1 0 35641 -1 0
1963 5399 6423 6409 6430 6428;8332 108212 4 3684 108336 4 63467 108350 6 9932 -1 0 45788 -1 0 25871 -1 0
856 3493 6381 6457 6428 6435;180 17763 9 993 17764 6 2452 -1 0 610 -1 0
2243 5177 6404 6397 6399 6405 6477;8783 138118 8 26626 138119 4 36675 -1 0 51428 -1 0
2858 5344 6404 6400;56050 241657 4 9003 241658 25 14506 -1 0 118250 -1 0
110 3090 6413 6416;39 846 6 63 848 6 45014 -1 0 11240 -1 0
712 3803 6381 6396;1186 12978 4 877 13036 11 5726 -1 0 109234 -1 0
1663 4993 6404 6465 6466;3659 65143 4 38111 65151 4 1192 65184 4 6037 -1 0 9950 -1 0 93838 -1 0
1471 4149 6404 6454 6686;1186 48068 6 2103 48069 9 61 -1 0 371 -1 0
1613 4907 6404 6397 6583 6579;4103 59842 6 34306 59885 4 26654 -1 0 22206 -1 0
1325 4135 6423 6397 6405 6692 6434;3684 39599 169 22703 40288 5 47327 -1 0 44216 -1 0
1599 4887 6423 6443 6590 6526 6718;7788 58456 5 3684 58466 14 911 -1 0 8546 -1 0
1514 4756 6404 6454 6754 6627 6757;13101 50829 4 10832 131306 4 107078 -1 0 4613 -1 0
2050 3821 6404 6583 6770 6843;3690 117468 8 11635 117899 7 1192 185362 4 4084 -1 0 12671 -1 0 22823 -1 0
1902 5309 6423 6431 6813;6219 100976 6 3684 101010 22 16210 -1 0 33955 -1 0
1968 3903 6404 6397 6430 6602;4103 108960 6 72091 109153 4 88191 -1 0 809 -1 0
2480 5965 6404 6400 6912 6897;110455 170581 5 6965 170603 13 72736 -1 0 72965 -1 0
2392 3575 6404 6466 6770 6686;30859 158335 8 43889 158405 7 35479 -1 0 139739 -1 0
1509 3657 6381 6391;28775 50673 7 23159 51014 29 8335 -1 0 177540 -1 0
1538 4652 6404 6400;25995 52700 8 6974 52701 9 3211 -1 0 121223 -1 0
140 3124 6404 6409 6432;34 1186 5 736 1188 4 76 1197 4 11240 23558 4 119630 -1 0 110893 -1 0 11360 -1 0 4116 -1 0
2184 5630 6404 6583 6867;30859 131766 7 26409 131769 4 109669 -1 0 25138 -1 0
1865 5260 6381 6462;48915 93844 4 30545 93858 4 2561 -1 0 3046 -1 0
340 3353 6409 6386;2374 4155 7 180 4158 8 75647 -1 0 35450 -1 0
2345 3375 6404 6465 6844;39384 151552 8 1192 151636 10 331 -1 0 44705 -1 0
2574 6061 6404 6823 6906;426 187689 4 10832 187690 4 13097 -1 0 149630 -1 0
2212 5661 6381 6397 6464;38841 134961 7 63644 135228 5 23886 -1 0 3548 -1 0
2320 5788 6404;99943 147113 9 20225 147114 17 3690 147119 12 15035 -1 0 101627 -1 0 110427 -1 0
2020 5068 6404 6466;57105 115184 4 30859 115330 12 107913 -1 0 287 -1 0
324 3335 6381 6567;2511 3973 25 2503 3974 15 877 3976 36 1396 3979 18 1876 3997 7 30790 -1 0 24553 -1 0 1167 -1 0 16469 -1 0 30371 -1 0
419 3346 6413 6443 6492;558 5439 17 154 5442 9 3459 -1 0 97224 -1 0
2766 2948 6404 6591 6917 6629;1186 221291 6 104717 221493 10 1192 221513 5 35181 -1 0 146778 -1 0 68798 -1 0
1913 4846 6423 6690 6744 6815;1396 102701 10 6965 102702 12 993 102705 24 3684 102743 7 392 -1 0 22680 -1 0 174 -1 0 2573 -1 0
373 3231 6381 6390 6417 6551 6391;2626 4658 6 877 4659 52 50 4663 7 8115 -1 0 112791 -1 0 1336 -1 0
319 3094 6399 6551 6539;1607 3850 13 418 3851 6 630 3853 21 157 -1 0 14857 -1 0 46482 -1 0
206 2997 6404 6400 6534;630 1943 11 260 1944 8 88806 131282 4 92819 -1 0 11 -1 0 351 -1 0
1415 3301 6404 6454 6522 6695;2241 45152 40 4124 66068 9 72529 138148 14 686 -1 0 28620 -1 0 23159 -1 0
1152 4200 6423;6219 29964 8 41145 68349 8 10562 -1 0 826 -1 0
7 2922 6381 6395 6396;50 39 6 139 133 4 134138 -1 0 136 -1 0
463 3269 6409 6430 6600 6428;630 6469 11 1064 6516 4 7541 -1 0 21390 -1 0
2188 5635 6404 6770 6530;1192 132171 11 89600 132200 4 37492 -1 0 32870 -1 0
1046 4209 6404 6461;993 24419 4 1192 24501 7 35136 -1 0 138864 -1 0
2740 4443 6404 6390 6823 6943;41723 215173 11 151544 215175 13 3551 -1 0 11122 -1 0
423 3435 6404 6388 6409 6534;1186 5489 26 2660 5491 47 35142 60136 7 65939 138769 4 195637 -1 0 11255 -1 0 46242 -1 0 253 -1 0
2064 5514 6404 6465 6466;10832 118650 6 14734 118651 6 72529 -1 0 42414 -1 0
500 3347 6404 6413 6399;1396 7089 7 2374 7090 5 4008 7099 4 63 7138 4 28164 -1 0 33970 -1 0 3748 -1 0 92192 -1 0
1282 4489 6404 6454 6540;5125 36501 8 24549 43741 6 46021 -1 0 7490 -1 0
1248 3886 6404 6400;1514 35178 15 2241 35180 9 64280 -1 0 116 -1 0
1777 5148 6404 6794 6694;2241 80266 5 507 80272 12 64 -1 0 3211 -1 0
823 3862 6400 6417;877 16728 5 4826 16734 5 51 -1 0 10721 -1 0
997 4135 6423 6586 6546 6526 6604;1396 22915 4 3684 22948 4 4103 -1 0 112 -1 0
2103 5549 6404 6454 6695;25146 124948 10 507 124950 4 25615 -1 0 141525 -1 0
1230 4332 6465;3690 34317 4 1514 34327 7 97829 -1 0 1721 -1 0
70 2948 6404 6457 6458 6459;34 483 10 260 490 7 508 960 5 686 965 6 7342 -1 0 87062 -1 0 7183 -1 0 84227 -1 0
1758 5129 6404 6465 6456;10832 77302 10 35136 77856 55 41022 -1 0 55293 -1 0
1650 4974 6404;36809 63514 15 3761 63535 6 5778 -1 0 4386 -1 0
1124 4314 6404 6409 6454 6505 6484;11588 29118 7 993 29122 7 1186 29125 9 66829 -1 0 5371 -1 0 9003 -1 0
697 3490 6423 6443;4408 12591 7 3684 12604 10 361 -1 0 86732 -1 0
2597 6089 6381 6765;34007 192239 10 2639 192401 14 1097 -1 0 20565 -1 0
2037 5487 6462 6709 6627 6840 6841;77451 117073 10 105640 149487 9 109144 -1 0 30199 -1 0
2657 6147 6423 6417 6929;1822 202255 6 3684 202540 8 62705 -1 0 53729 -1 0
1634 4619 6381 6583 6530;877 62035 5 105913 149844 9 36498 -1 0 61514 -1 0
1512 4767 6404 6397 6756;4511 50744 4 22315 50745 4 2974 -1 0 21372 -1 0
2368 5829 6404 6397 6770 6427 6421;8783 155154 4 104717 155389 5 93315 -1 0 1533 -1 0
814 3417 6413 6519 6650;5555 16434 19 154 19063 8 533 -1 0 11440 -1 0
644 3711 6400 6397 6455;5189 10993 12 5951 11003 5 3585 -1 0 193 -1 0
2186 5632 6423 6418 6509;34007 132035 15 2639 202564 5 113908 -1 0 35444 -1 0
2533 5592 6404 6454 6388;125545 180148 5 10832 180150 14 94401 -1 0 18936 -1 0
1557 4825 6381 6766;29808 54326 16 99275 142879 4 94051 -1 0 15143 -1 0
859 3145 6409 6418 6649;1186 17854 8 555 17855 8 4839 17895 9 8332 24115 4 25674 -1 0 57632 -1 0 34857 -1 0 4195 -1 0
38 2998 6388 6404 6430 6435;174 265 18 130 266 89 62705 96990 15 44223 -1 0 2135 -1 0 8304 -1 0
2351 5822 6404 6388 6432 6405 6864;10832 152660 5 426 152661 17 6819 -1 0 2511 -1 0
1113 3443 6409 6423 6700;6219 28432 5 14907 28436 7 5185 -1 0 599 -1 0
2287 5749 6404 6443 6457 6883 6717;993 141795 52 6965 141821 24 71655 -1 0 112344 -1 0
1946 5368 6430 6428;34007 106543 32 1357 106549 10 70268 106573 8 68606 112109 5 68051 -1 0 34857 -1 0 21809 -1 0 132220 -1 0
1023 4184 6404 6465 6422 6686;8215 23471 12 1192 23598 31 4839 23605 8 6819 -1 0 1607 -1 0 66695 -1 0
1588 3212 6465 6419 6452 6702;1186 56931 11 708 56948 4 45616 -1 0 8070 -1 0
2199 4956 6404 6525 6463 6484;33354 133614 5 1192 135116 26 91967 135138 7 3243 -1 0 110 -1 0 60 -1 0
1926 5344 6404 6400;7568 104566 5 68536 104567 12 61957 104571 7 154752 -1 0 46021 -1 0 127141 -1 0
2801 6289 6404 6452 6702 6814 6561;147776 231238 11 124448 231243 13 48792 231272 4 30859 231372 4 105012 -1 0 61935 -1 0 4154 -1 0 119425 -1 0
1318 4534 6409 6418 6603 6737;1064 39065 14 3640 39080 5 111311 -1 0 6257 -1 0
1987 5429 6404 6388 6530;1186 111336 7 8783 111338 10 72091 111344 7 4395 -1 0 1379 -1 0 10721 -1 0
2230 5688 6404 6388 6514 6527;30859 137869 11 2103 137954 10 72965 -1 0 32394 -1 0
1655 4980 6381 6609 6724 6777;2703 63685 5 81265 172734 4 157018 213127 4 976 -1 0 112822 -1 0 116183 -1 0
333 3347 6381 6390;1396 4117 4 180 4122 4 877 4127 5 50765 -1 0 3551 -1 0 66829 -1 0
180 3166 6399 6522;34 1658 6 630 1659 4 5868 -1 0 70268 -1 0
1561 3704 6404 6454;1514 54905 7 1192 54907 7 163052 -1 0 8283 -1 0
1697 5044 6381 6408;34007 71405 4 39278 71408 5 175455 -1 0 2660 -1 0
853 3979 6423 6388 6583 6590;8044 17658 10 3640 17659 5 8015 -1 0 2703 -1 0
76 3049 6381 6397 6463;373 551 15 102 603 17 46290 -1 0 63011 -1 0
1314 4530 6404 6464 6384 6385 6736;10832 38799 41 9865 38804 57 7933 38810 5 8221 -1 0 13101 -1 0 13023 -1 0
1618 3075 6423 6406 6758;6965 60348 7 7119 60357 13 3684 60378 10 24327 -1 0 1875 -1 0 183265 -1 0
2849 6327 6404 6770 6618;993 239401 4 1186 239406 4 44324 -1 0 57105 -1 0
1286 4495 6413 6518 6582 6732;4826 36613 10 138561 89893 6 118692 -1 0 7882 -1 0
1970 5409 6381 6397 6591;993 109086 5 1876 109142 4 4704 -1 0 18695 -1 0
211 2997 6400 6422;260 2064 13 1369 2065 6 4846 -1 0 65784 -1 0
1064 3870 6404 6508 6547 6694;1288 25104 5 507 25131 4 10562 59364 7 35264 -1 0 61 -1 0 14706 -1 0
2531 6014 6404;39384 179626 22 128145 179645 6 109809 -1 0 28611 -1 0
1660 4246 6427 6758 6765;7788 64271 5 13023 64336 6 5754 -1 0 26006 -1 0
1497 4749 6413 6406 6407;154 49775 6 5555 49781 8 86450 -1 0 16418 -1 0
1771 4294 6404 6770 6689;708 78332 15 30859 135701 10 186086 -1 0 546 -1 0
527 3538 6462 6439;4325 7896 5 63 7954 4 154 7971 5 1396 7991 4 81624 -1 0 34361 -1 0 12971 -1 0 139178 -1 0
2807 6294 6404 6390;126936 231863 6 42379 231865 4 85946 -1 0 111414 -1 0
817 3920 6413 6432 6523;555 16487 5 2092 16488 7 3423 -1 0 101627 -1 0
1501 4754 6423 6388 6590 6727;2142 49985 10 8044 50010 6 22230 -1 0 2295 -1 0
437 3446 6404 6399 6390;630 5904 4 34 5905 4 75647 -1 0 112822 -1 0
647 3715 6423 6383;1822 11033 13 15035 28151 20 180 -1 0 29289 -1 0
1542 4809 6404 6397 6583 6676;2374 52859 8 2718 52883 5 10090 -1 0 35657 -1 0
65 2956 6399 6455 6456;34 479 4 208 484 4 3267 -1 0 5486 -1 0
1086 4242 6404 6461 6583 6495;1186 27105 15 4839 27107 8 14562 27132 6 81208 -1 0 8215 -1 0 105012 -1 0
1182 4002 6547 6716;171 31369 6 2092 31372 5 57177 -1 0 88357 -1 0
567 3446 6404 6591 6490;2374 8753 10 1514 10878 18 3684 -1 0 82939 -1 0
92 3053 6381;290 684 7 115 685 9 136 -1 0 72629 -1 0
2171 5615 6404 6465;1192 130031 15 4103 130032 12 91036 -1 0 154141 -1 0
