113	5	94	4
240	2	23	2
159	2	31	2
496	4	73	4
497	2	26	2
448	2	55	2
57	8	157	7
4	2	32	2
1	2	26	2
8	7	165	6
762	6	95	5
539	3	22	3
34	24	491	11
603	2	28	2
42	3	24	3
936	3	35	3
749	3	47	3
190	3	44	3
196	4	88	4
27	2	19	2
24	3	25	3
312	3	42	3
46	2	24	2
918	2	24	2
412	2	65	2
21	2	21	2
937	2	19	2
33	2	8	2
463	2	31	2
50	2	30	2
2	3	46	3
93	3	31	3
360	2	14	2
6	4	84	4
355	5	125	5
430	3	33	3
431	3	14	3
149	4	32	4
71	2	24	2
87	3	73	3
32	2	19	2
77	2	56	2
91	3	33	3
78	4	86	4
51	3	47	3
84	3	32	3
85	4	30	4
3	4	33	4
86	4	42	4
69	3	52	3
88	3	21	3
89	2	30	2
52	2	13	2
76	2	22	2
90	5	85	5
83	2	36	2
70	2	14	2
144	3	39	3
761	2	16	2
833	3	49	3
487	2	26	2
834	2	38	2
835	2	15	2
10	3	42	3
17	2	21	2
356	2	15	2
206	6	51	5
483	2	24	2
631	2	25	2
632	2	104	2
96	5	122	5
385	3	30	3
591	5	65	5
191	3	20	3
11	2	14	2
442	2	37	2
197	11	153	7
1045	2	13	2
117	4	64	4
18	3	26	3
1046	2	10	2
23	2	25	2
558	2	61	2
81	2	30	2
489	3	68	3
1048	2	10	2
651	2	13	2
9	5	42	5
531	2	60	2
12	2	34	2
584	2	31	2
80	2	19	2
652	2	61	2
1052	3	46	3
130	3	43	3
593	2	14	2
150	3	62	3
75	3	46	3
164	3	37	3
247	3	19	3
16	2	19	2
656	5	49	4
657	2	10	2
349	3	39	3
126	2	25	2
135	4	30	4
98	3	58	3
316	3	58	3
1055	2	18	2
74	2	10	2
403	3	51	3
7	2	19	2
1056	3	21	3
752	2	37	2
839	2	16	2
1057	4	64	4
464	7	67	7
195	2	20	2
112	2	15	2
533	3	30	3
239	6	75	4
840	2	10	2
406	2	26	2
227	4	46	4
61	2	22	2
228	3	33	3
116	2	12	2
72	4	29	4
229	4	79	4
62	2	29	2
320	2	34	2
108	3	26	3
56	6	84	6
594	2	31	2
1060	2	8	2
1061	4	59	4
841	6	142	6
842	3	40	3
1062	2	40	2
54	2	13	2
172	2	15	2
357	3	37	3
549	2	33	2
423	2	17	2
929	4	64	4
147	3	17	3
488	2	16	2
844	2	24	2
845	4	51	4
221	2	17	2
183	2	28	2
13	2	8	2
846	4	68	4
109	2	19	2
364	4	26	4
486	3	77	3
5	2	35	2
900	5	72	5
901	4	46	4
1145	2	22	2
65	3	46	3
151	2	10	2
184	4	28	4
25	4	36	4
902	4	40	4
1148	2	23	2
408	2	18	2
409	3	108	3
410	4	31	4
308	2	16	2
15	6	89	5
468	2	23	2
469	4	29	4
187	3	15	3
1149	2	16	2
226	2	27	2
185	2	11	2
732	2	28	2
157	3	24	3
79	3	18	3
733	3	28	3
734	2	11	2
110	2	36	2
1150	2	24	2
905	2	21	2
470	3	28	3
471	3	16	3
436	2	48	2
73	2	21	2
131	2	14	2
348	3	65	3
575	2	10	2
568	3	43	3
104	4	52	4
906	6	56	4
926	4	81	4
293	5	54	5
907	2	19	2
283	2	16	2
1151	2	13	2
258	3	22	3
735	2	33	2
1152	3	15	3
908	2	22	2
770	4	40	4
576	3	21	3
212	2	15	2
577	5	144	5
736	2	26	2
29	3	22	3
909	4	45	4
737	2	15	2
738	9	132	7
739	2	38	2
181	2	9	2
44	2	13	2
1153	2	14	2
121	3	24	3
910	3	25	3
740	2	34	2
20	2	28	2
493	4	74	4
64	2	10	2
48	2	13	2
472	2	14	2
473	2	15	2
1154	2	12	2
429	3	23	3
537	2	24	2
602	3	34	3
1059	2	14	2
763	2	25	2
345	5	76	5
1155	3	17	3
1156	4	56	4
911	2	34	2
771	2	12	2
769	5	53	4
1157	2	39	2
259	3	76	3
912	3	34	3
913	4	26	4
741	3	33	3
49	5	61	4
43	4	44	4
474	2	12	2
289	2	13	2
742	10	260	8
192	2	19	2
26	3	62	3
784	3	26	3
785	3	56	3
480	3	40	3
162	2	31	2
612	5	25	4
613	4	193	4
786	2	20	2
787	2	31	2
993	3	21	3
507	2	18	2
508	4	35	4
509	2	37	2
788	2	17	2
615	2	15	2
614	3	38	3
277	2	10	2
278	2	14	2
279	2	31	2
60	2	9	2
791	3	49	3
792	3	24	3
384	2	18	2
1164	3	30	3
620	2	30	2
922	2	10	2
976	2	18	2
163	2	13	2
793	3	52	3
510	2	32	2
45	2	34	2
977	2	22	2
978	3	49	3
124	9	86	6
215	2	15	2
481	2	29	2
381	3	26	3
482	3	27	3
794	3	25	3
169	2	33	2
795	3	31	3
796	2	23	2
511	2	23	2
128	2	20	2
272	3	24	3
282	4	48	4
120	7	114	5
443	2	29	2
241	4	59	4
246	2	38	2
248	2	27	2
249	2	20	2
250	2	16	2
797	2	18	2
798	2	12	2
799	11	209	8
119	2	38	2
219	3	15	3
621	3	26	3
622	2	44	2
216	3	39	3
205	4	45	4
1067	3	23	3
754	2	61	2
623	2	32	2
979	2	23	2
371	3	36	3
980	2	26	2
37	2	17	2
981	3	35	3
444	2	16	2
170	2	32	2
152	2	21	2
214	2	12	2
665	2	46	2
982	2	20	2
983	5	47	5
40	2	22	2
242	4	52	4
167	3	24	3
281	2	21	2
984	4	76	4
843	2	11	2
985	2	26	2
148	2	17	2
432	3	16	3
433	2	8	2
66	4	60	4
553	3	43	3
624	2	13	2
625	2	20	2
368	2	13	2
365	3	22	3
366	2	10	2
367	2	15	2
986	3	57	3
626	2	34	2
987	2	20	2
1029	2	15	2
