113	0
240	1
159	2
496	3
497	4
448	5
57	6
4	7
1	8
326	800
8	9
327	801
328	802
329	803
330	804
36	805
59	806
458	807
887	808
927	809
439	1000
703	810
704	811
920	812
1125	813
477	814
285	815
1126	816
566	817
567	818
264	819
534	1011
535	1010
1091	1008
680	1007
681	1006
682	1005
168	1004
1087	1003
683	820
492	1002
438	1001
888	821
1127	822
1128	823
587	824
245	825
1130	826
301	827
302	828
1090	1009
303	829
697	1022
547	1021
68	1020
1110	1019
391	1018
392	1017
540	1016
541	1015
280	1014
297	830
347	1013
298	831
858	1012
299	832
300	833
304	834
305	835
306	836
599	837
889	838
571	839
399	1033
393	1032
270	1031
394	1030
475	1029
548	1028
696	1027
236	1026
1133	840
237	1025
708	841
777	600
238	1024
709	842
161	1023
580	601
710	843
101	602
711	844
115	603
484	845
418	604
766	846
361	847
778	605
362	848
779	606
363	849
271	607
923	608
782	609
447	1044
1111	1043
1065	1042
554	1041
875	1040
874	1039
220	850
395	1038
941	851
211	1037
942	852
503	610
396	1036
945	853
504	611
397	1035
129	854
505	612
398	1034
944	855
967	613
751	856
273	614
943	857
274	615
948	858
275	616
947	859
102	617
968	618
969	619
1118	1055
698	1054
699	1053
878	1052
550	1051
551	1050
946	860
774	861
877	1049
970	620
659	862
445	1048
971	621
660	863
446	1047
972	622
661	864
876	1046
953	865
419	623
552	1045
954	866
420	624
952	867
370	625
951	868
309	626
973	627
1068	869
611	628
783	629
453	1066
454	1065
455	1064
182	1063
456	1062
457	1061
1116	1060
959	870
960	871
775	872
974	630
957	873
441	631
1117	1059
606	874
789	632
555	1058
476	875
753	633
556	1057
287	634
478	876
557	1056
501	877
975	635
963	878
790	636
776	879
583	637
616	638
617	639
213	1077
757	1076
559	1075
1124	1074
173	1073
174	1072
175	1071
176	1070
962	880
199	881
19	640
200	882
201	883
618	641
202	884
619	642
758	400
99	1069
203	885
1010	643
1047	401
204	886
1011	644
650	402
881	1068
31	403
964	887
1012	645
284	1067
105	646
965	888
134	404
336	405
1013	647
663	889
373	648
592	406
375	649
590	407
654	408
655	409
292	1080
460	1088
461	1087
807	1086
411	1085
462	1084
702	1083
459	1082
664	890
701	1081
106	891
53	892
372	650
966	893
452	651
502	894
517	652
653	410
781	895
518	653
1070	411
351	896
519	654
1049	412
143	897
640	655
1050	413
1123	1079
608	898
262	656
1051	414
495	1078
111	899
994	657
837	415
532	416
848	658
1053	417
849	659
1054	418
265	419
705	1091
706	1090
570	1099
1129	1098
560	1097
561	1096
562	1095
563	1094
564	1093
565	1092
1016	660
353	661
520	662
838	420
642	663
1094	421
1022	664
257	422
210	423
812	665
416	666
863	424
521	667
122	425
707	1089
38	426
522	668
586	669
864	427
865	428
688	429
813	670
1023	671
815	672
686	430
816	673
687	431
644	674
744	432
817	675
928	433
30	434
525	676
526	677
1096	435
759	678
1097	436
818	679
689	437
208	438
595	439
401	680
528	681
527	682
690	440
1025	683
417	441
258	200
760	684
868	442
820	685
1098	443
735	201
1026	686
1099	444
1152	202
1027	687
691	445
908	203
276	688
494	446
770	204
341	689
1100	447
576	205
545	448
212	206
1101	449
577	207
736	208
29	209
402	690
581	691
22	692
311	450
1028	693
869	451
252	452
1031	694
909	210
253	453
821	695
737	211
254	454
822	696
738	212
255	455
589	697
739	213
28	456
181	214
825	698
44	215
826	699
870	457
342	458
1153	216
121	217
343	459
910	218
740	219
344	460
235	461
20	220
350	462
82	463
493	221
64	222
58	464
369	465
48	223
871	466
472	224
1069	467
473	225
291	468
1154	226
429	227
198	469
537	228
602	229
802	470
872	471
479	472
1059	230
763	231
1102	473
345	232
692	474
693	475
1155	233
1103	476
1156	234
694	477
911	235
695	478
771	236
67	479
769	237
1157	238
259	239
873	480
47	481
288	482
912	240
1104	483
913	241
1058	484
741	242
49	243
1105	485
43	244
1106	486
1107	487
474	245
289	246
1108	488
1109	489
742	247
192	248
26	249
1131	490
137	491
784	250
154	492
785	251
177	493
480	252
178	494
162	253
166	495
612	254
179	496
613	255
1132	497
786	256
890	498
787	257
712	499
993	258
507	259
508	260
509	261
788	262
615	263
614	264
277	265
278	266
279	267
60	268
791	269
792	270
384	271
1164	272
620	273
922	274
976	275
163	276
793	277
510	278
45	279
977	280
978	281
124	282
215	283
481	284
381	285
482	286
794	287
169	288
795	289
796	290
511	291
128	292
272	293
282	294
120	295
443	296
241	297
246	298
248	299
780	900
924	901
609	902
145	903
610	904
506	905
1001	906
1000	907
998	908
999	909
662	910
997	911
635	912
636	913
1064	914
1002	915
1004	916
1003	917
1008	918
1009	919
748	1110
743	1107
915	1106
1158	1105
914	1104
294	1103
295	1102
296	1101
251	920
569	1100
1007	921
1006	922
512	923
513	924
514	925
1005	926
638	927
746	1109
639	928
745	1108
637	929
1161	1121
917	1120
266	1118
267	1117
268	1116
146	1115
269	1114
916	1113
1015	930
1159	1112
1014	931
747	1111
810	932
1021	933
222	934
811	935
1020	936
1019	937
641	938
1018	939
666	1119
933	1132
934	1131
935	1130
773	1129
498	1128
499	1127
500	1126
1162	1125
160	1124
333	940
334	941
1163	1123
996	700
335	942
1160	1122
209	701
1017	943
127	702
323	944
324	945
244	703
325	946
339	704
263	947
1073	705
643	948
668	706
814	949
852	707
1074	708
188	709
317	1143
318	1142
319	1141
940	1140
750	1139
604	1138
605	1137
180	1136
376	950
938	1135
377	951
939	1134
378	952
1075	710
772	1133
379	953
1076	711
1024	954
1077	712
523	955
243	713
424	956
669	714
425	957
670	715
426	958
671	716
427	959
1078	717
855	718
673	719
801	1154
231	1153
232	1152
233	1151
234	1150
230	1149
989	1148
819	960
990	1147
645	961
988	1146
1072	962
672	720
627	1145
850	963
1081	721
800	1144
764	964
596	722
667	965
1082	723
153	966
674	724
123	967
675	725
141	968
1084	726
142	969
307	727
767	728
676	729
628	1163
629	1162
630	1161
992	1160
138	970
321	1159
139	971
806	1158
140	972
932	730
421	1157
851	973
374	731
415	974
422	1156
386	732
991	1155
434	975
387	733
261	976
388	734
435	977
389	735
765	978
1086	736
578	979
491	737
677	738
332	739
538	980
490	981
854	982
678	740
63	741
853	983
286	984
340	742
713	500
579	743
100	985
891	501
1071	502
1080	986
768	744
919	745
1079	987
892	503
856	988
1092	746
600	504
39	747
1083	989
1134	505
585	506
859	748
428	507
860	749
755	508
1135	509
207	990
437	991
155	992
861	750
931	993
862	751
524	752
1085	994
714	510
679	995
684	753
1136	511
380	512
857	996
685	754
1088	997
543	755
1137	513
1089	998
544	756
715	514
440	999
1093	757
716	515
1095	758
717	516
194	759
718	517
719	518
721	519
390	760
95	761
359	762
720	520
925	763
995	521
132	764
722	522
92	523
866	765
256	524
867	766
542	767
723	525
217	768
724	526
1112	769
725	527
572	528
573	529
634	770
125	771
1113	772
465	530
597	773
466	531
1114	774
467	532
413	533
1115	775
165	776
1138	534
536	777
404	535
582	778
405	536
808	537
1066	779
1139	538
893	539
879	780
1119	781
921	540
449	782
450	783
894	541
249	300
451	784
601	542
250	301
1120	785
726	543
337	786
797	302
727	544
798	303
880	787
1140	545
799	304
515	546
1121	788
119	305
516	547
352	789
158	548
219	306
156	549
621	307
622	308
216	309
400	790
883	791
882	792
728	550
414	551
574	793
186	794
205	310
895	552
1067	311
1122	795
1141	553
754	312
884	796
1142	554
623	313
658	555
598	797
218	556
979	314
885	798
546	557
371	315
886	799
94	558
980	316
37	317
189	559
981	318
444	319
897	560
896	561
170	320
729	562
152	321
730	563
214	322
847	564
118	565
665	323
982	324
1143	566
983	325
898	567
40	326
899	568
242	327
1144	569
167	328
281	329
1146	570
1147	571
338	572
984	330
843	331
358	573
985	332
731	574
148	333
331	575
432	334
407	576
930	577
433	335
66	336
903	578
553	337
904	579
624	338
625	339
193	580
949	581
950	582
368	340
322	583
365	341
16	100
955	584
366	342
367	343
803	585
656	101
986	344
756	586
657	102
349	103
956	587
626	345
126	104
114	588
987	346
958	589
135	105
1029	347
1030	348
98	106
41	349
316	107
1055	108
74	109
97	590
961	591
103	592
55	350
809	593
225	351
607	594
224	352
403	110
7	111
35	353
313	595
314	596
1032	354
1056	112
315	597
752	113
633	355
136	598
823	356
839	114
171	599
824	357
1057	115
827	358
464	116
195	117
1033	359
112	118
533	119
762	10
539	11
34	12
603	13
42	14
936	15
749	16
190	17
196	18
27	19
1034	360
828	361
290	362
239	120
1035	363
840	121
1036	364
406	122
310	365
227	123
61	124
1037	366
1038	367
228	125
116	126
529	368
72	127
260	369
229	128
62	129
24	20
312	21
46	22
918	23
412	24
21	25
937	26
33	27
463	28
50	29
646	370
346	371
320	130
14	372
108	131
223	373
829	374
56	132
1039	375
594	133
647	376
1060	134
830	377
1061	135
588	378
841	136
1040	379
842	137
1062	138
54	139
2	30
93	31
360	32
6	33
355	34
430	35
431	36
149	37
71	38
87	39
831	380
1041	381
172	140
1042	382
804	383
357	141
549	142
805	384
423	143
1043	385
1044	386
929	144
147	145
832	387
133	388
488	146
844	147
1063	389
845	148
221	149
32	40
77	41
91	42
78	43
51	44
84	45
85	46
3	47
86	48
69	49
354	390
530	391
183	150
485	392
13	151
648	393
649	394
846	152
109	153
383	395
364	154
382	396
700	397
486	155
5	156
836	398
107	399
900	157
901	158
1145	159
88	50
89	51
52	52
76	53
90	54
83	55
70	56
144	57
761	58
833	59
65	160
151	161
184	162
25	163
902	164
1148	165
408	166
409	167
410	168
308	169
487	60
834	61
835	62
10	63
17	64
356	65
206	66
483	67
631	68
632	69
15	170
468	171
469	172
187	173
1149	174
226	175
185	176
732	177
157	178
79	179
96	70
385	71
591	72
191	73
11	74
442	75
197	76
1045	77
117	78
18	79
733	180
734	181
110	182
1150	183
905	184
470	185
471	186
436	187
73	188
131	189
1046	80
23	81
558	82
81	83
489	84
1048	85
651	86
9	87
531	88
12	89
348	190
575	191
568	192
104	193
906	194
926	195
293	196
907	197
283	198
1151	199
584	90
80	91
652	92
1052	93
130	94
593	95
150	96
75	97
164	98
247	99
