719 829 39 190 98 384 39 3348 98 829 190 320 320 500 1127 884 506 98 2716 71,1,29727
94 118 1245 234 118 225 680 164 286 1550 94 118 2543 871 494 11 790 612 1497 11,1,476764
198 32 469 1247 486 1764 297 61 21 691 4206 733 198 32 469 47 137 286 608 211,1,149065
94 802 200 49 49 1343 21 188 3 3 20 31098 20 3110 2 3668 712 21 646 16,1,65229
599 77 955 506 7 1131 2045 37 381 76 171 2611 112 512 151 4 599 77 955 2611,1,338456
1165 25 2339 248 252 31102 3935 1105 1165 2 313 1948 1165 25 2339 104 31103 104 31104 262,1,432798
1023 2313 574 5602 666 2422 183 32 3726 254 4266 354 148 2422 239 45 2407 286 45 4269,1,41880
4337 1674 6334 2292 4337 1200 6334 800 3989 65 153 238 4337 1674 3290 3546 22933 2862 65 678,1,4256
14 121 2911 56 6 1033 57 1008 65 297 227 121 690 6 229 2911 628 937 452 1002,1,202284
2136 7314 865 1408 791 2136 865 1408 791 1570 571 409 2136 7314 865 1408 791 2136 865 1408,1,155015
65 69 2363 346 1073 146 229 784 93 1 181 69 2363 206 346 1073 146 229 784 54,1,439268
7033 2579 101 778 826 4409 2612 31113 2178 211 154 13 31114 7033 2579 387 229 7762 7062 674,1,369590
728 2408 2646 2408 872 728 2408 938 175 17 2143 2646 2408 40 2143 2646 2408 742 206 42,1,95457
532 283 1247 66 35 207 426 2409 1461 35 532 207 72 1629 1401 231 635 532 283 550,1,401853
4 570 4803 2336 2059 5135 3912 569 12321 1225 2059 658 1290 1277 6 31 1605 386 4209 135,1,29955
100 870 30 100 870 30 677 1590 80 36 1307 9957 11899 3275 31117 14 249 870 30 1209,1,286721
638 56 10 514 470 748 27 71 335 4649 3661 9640 1615 830 181 113 148 18 1811 1338,1,266246
767 89 504 3035 98 173 5 309 591 164 3035 98 99 364 738 1810 504 449 738 56,1,313923
282 798 5232 54 36 4380 2191 2114 1130 852 3329 4665 5026 36 558 2306 54 36 187 571,1,24800
112 30 1127 443 146 2938 136 27 70 283 1186 1022 1599 27 70 404 443 146 6074 1374,1,72174
31119 196 7 883 130 27 4328 10 375 187 8828 794 3707 23 2081 7 4704 6640 322 128,1,275604
57 85 84 221 1 855 217 493 687 27 2561 84 1 135 1500 36 1461 200 84 1,1,456150
1215 3643 909 216 1242 619 494 2 61 520 686 236 142 3783 49 7112 691 49 2115 61,1,61445
2129 357 544 8 357 2453 10 23 145 279 973 82 2458 1863 99 973 1400 1150 37 3578,1,89002
260 411 76 171 77 8 582 1443 617 482 12764 260 3174 411 76 171 899 7246 721 80,1,130918
5456 3342 185 301 2063 137 2548 3364 35 3342 31122 3 147 144 3 1178 12 14 846 5456,1,45930
2 1705 122 1968 185 728 1947 1705 122 1968 1239 117 728 1004 234 1947 3370 11 2594 2212,1,22967
6394 26 452 952 507 58 97 61 644 776 615 6394 26 213 615 335 2 5 244 776,1,279119
195 7 39 2340 195 7 39 2340 7 39 33 376,1,356
31 6 68 181 726 76 171 31 302 2902 61 5 302 68 181 6 726 76 171 82,1,261650
2175 10389 2091 286 573 1612 573 5003 4 1556 5003 571 21 2953 5003 65 92,1,95355
2 1513 33 234 94 118 931 1116 823 2561 1406 26 118 65 56 277 71 94 118 933,1,193663
1659 35 1742 1610 371 497 53 298 2378 934 2251 369 34 60 3490 383 1720 355 191 206,1,149082
3504 952 507 97 909 1128 83 229 952 507 97 178 103 140 479 6 1950 229 37 3504,1,253543
187 6 179 809 6 4568 60 62 39 474 11 851 10143 6891 824 1081 14825 27 187 809,1,150994
1972 56 1019 820 3608 56 20771 1254 4403 1286 3215 3664 228 1089 918 56 3664 1286 5 2461,1,306662
4391 98 5952 448 138 10069 7304 1066 508 98 9000 2584 40 2052 154 705 17 2091 1678 140,1,94235
22 964 409 1623 216 124 1863 99 282 51 22 964 330 452 208 1 4309 1208 734 108,1,448724
7527 200 6663 1539 16806 13 8 26 508 1670 6663 621 10839 284 15446 137 61 2416 436 5268,1,372306
1 344 13 385 137 25 84 53 206 313 196 941 1107 84 25 248 29 1 31146 195,1,4047
7 1853 528 13 5764 26 7 1853 7 1853 7819 176 382 382 186 7349 7 1853 980 3790,1,30574
156 3848 2616 4929 216 1704 135 156 3848 2616 263 216 2496 30 44 197 1 1163 362 506,1,318286
